,has_link,has_attachment,urgency_score,spelling_errors,email_length_words,is_phishing,subject_Claim Your Reward Now,subject_Interview Schedule,subject_Invoice Attached,subject_Meeting Reminder,subject_Project Update,subject_Suspicious Login Attempt,subject_Urgent Account Verification,subject_Weekly Newsletter,subject_Your Password Will Expire,Domain_company-secure,Domain_gmail,Domain_outlook,Domain_paypal-alert,Extension_net
212,1,0,0.4256102569204237,0.7142970953297851,-1.2934789343630657,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
213,1,0,-0.9071984808262062,-0.5322946940764718,1.859522582717451,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
214,1,0,0.7588124413570813,0.40264914797822093,-1.0286268069283024,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
215,1,1,-0.5739962963895487,-1.1555905887796,0.35869386058712505,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
216,1,0,0.4256102569204237,1.0259450426813492,-0.776386685561861,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
217,0,1,-0.9071984808262062,-0.5322946940764718,-0.6502666248786403,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
218,1,1,0.4256102569204237,-0.22064674672490753,-0.776386685561861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
219,1,1,1.4252168102303961,1.0259450426813492,-0.18362240035072386,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
220,1,1,1.4252168102303961,0.40264914797822093,-0.6754906370152844,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
221,0,0,1.4252168102303961,1.0259450426813492,-0.95295477051837,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
222,1,0,-1.2404006652628639,-0.843942641428036,1.5442224310093993,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
223,0,0,-0.5739962963895487,-1.1555905887796,-0.6250426127419962,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
224,1,0,1.4252168102303961,1.6492409373844779,-1.0790748312015905,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
225,0,1,-0.5739962963895487,-1.1555905887796,2.0739266858789263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
226,1,0,1.4252168102303961,0.40264914797822093,-0.2592944367606563,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
227,0,0,1.4252168102303961,0.09100120062665669,-0.17101039428240178,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
228,1,0,1.4252168102303961,0.09100120062665669,-1.0538508190649465,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
229,0,1,0.4256102569204237,1.3375929900329135,-0.6881026430836066,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
230,1,0,0.7588124413570813,1.0259450426813492,-1.1042988433382348,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
231,1,1,1.4252168102303961,1.0259450426813492,-0.7385506673568948,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
232,0,1,1.0920146257937386,1.960888884736042,-1.343926958636354,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
233,1,1,0.7588124413570813,0.09100120062665669,-0.2592944367606563,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
234,1,0,1.0920146257937386,1.0259450426813492,-0.3223544671022666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235,1,1,0.7588124413570813,0.09100120062665669,-0.3728024913755549,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
236,0,1,0.7588124413570813,-0.22064674672490753,-1.0916868372699127,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
237,1,1,-1.2404006652628639,-0.843942641428036,1.7964625523758406,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
238,1,0,-0.5739962963895487,-0.843942641428036,1.2415342853696698,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
239,0,0,-0.9071984808262062,-1.1555905887796,1.1406382368230932,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
240,1,1,-0.24079411195289127,-1.1555905887796,0.7496660487051091,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
241,1,1,0.7588124413570813,0.40264914797822093,-0.7637746794935389,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
242,0,0,-1.5736028496995214,-1.1555905887796,0.10645373922068369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
243,1,1,0.7588124413570813,0.09100120062665669,-0.8646707280401155,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
244,0,1,-1.5736028496995214,-0.843942641428036,1.67034249169262,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
245,1,0,-0.24079411195289127,-0.5322946940764718,0.9640701518665843,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
246,1,0,1.4252168102303961,0.40264914797822093,-1.0034027947916582,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
247,1,1,1.4252168102303961,0.09100120062665669,-0.5115345581270976,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
248,1,0,1.0920146257937386,1.6492409373844779,-0.8394467159034713,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
249,1,1,1.0920146257937386,0.7142970953297851,-1.2430309100897774,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
250,1,0,0.4256102569204237,-0.22064674672490753,-0.208846412487368,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
251,1,0,1.4252168102303961,0.40264914797822093,-0.6628786309469624,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
252,0,1,-1.2404006652628639,-1.1555905887796,-0.6124306066736741,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
253,1,1,-0.9071984808262062,-0.5322946940764718,1.8973586009224173,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
254,0,0,0.7588124413570813,1.0259450426813492,-0.3223544671022666,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
255,1,1,0.4256102569204237,1.960888884736042,-0.8520587219717934,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
256,1,1,-1.2404006652628639,-1.1555905887796,0.15690176349397195,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
257,1,1,-0.9071984808262062,-0.843942641428036,-0.208846412487368,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
258,1,0,0.7588124413570813,1.6492409373844779,-0.18362240035072386,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
259,1,1,-1.2404006652628639,-1.1555905887796,0.8631741033200077,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
260,0,0,-0.24079411195289127,-1.1555905887796,0.926234133661618,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
261,1,1,1.0920146257937386,0.09100120062665669,-1.3565389647046762,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
262,1,0,1.4252168102303961,0.09100120062665669,-1.1295228554748789,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
263,1,0,0.7588124413570813,1.0259450426813492,-0.5115345581270976,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
264,1,1,1.0920146257937386,1.960888884736042,-0.9403427644500478,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
265,0,1,-0.5739962963895487,-0.843942641428036,-0.42325051564884314,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
266,1,0,-0.9071984808262062,-0.5322946940764718,1.2415342853696698,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
267,0,1,-0.24079411195289127,-0.843942641428036,-0.6628786309469624,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
268,0,0,-0.5739962963895487,-0.5322946940764718,0.8379500911833636,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
269,1,1,0.7588124413570813,1.0259450426813492,-0.3223544671022666,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
270,1,1,1.0920146257937386,0.7142970953297851,-0.6250426127419962,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
271,1,1,-1.2404006652628639,-1.1555905887796,-0.23407042462401212,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
272,1,1,0.4256102569204237,0.09100120062665669,-0.6376546188103183,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
273,1,0,-1.2404006652628639,-0.5322946940764718,-0.057502339667503184,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
274,1,1,0.7588124413570813,1.6492409373844779,-0.2719064428289783,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
275,1,1,-0.9071984808262062,-1.1555905887796,1.3676543460528905,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
276,1,1,0.7588124413570813,-0.22064674672490753,-1.1925828858164893,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
277,1,0,-1.2404006652628639,-0.843942641428036,0.25779781204054847,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
278,1,1,-0.24079411195289127,-1.1555905887796,0.5478739516119561,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
279,0,1,-0.24079411195289127,-1.1555905887796,1.481162400667789,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
280,1,1,0.4256102569204237,0.7142970953297851,-0.18362240035072386,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
281,1,0,1.0920146257937386,0.7142970953297851,-1.3817629768413202,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
282,0,1,-1.5736028496995214,-0.5322946940764718,1.5442224310093993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
283,1,0,0.7588124413570813,-0.22064674672490753,-0.2592944367606563,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
284,1,0,0.7588124413570813,0.7142970953297851,-1.331314952568032,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
285,0,0,1.4252168102303961,0.40264914797822093,-0.7133266552202506,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
286,1,1,0.7588124413570813,1.0259450426813492,-0.8520587219717934,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
287,1,1,-0.5739962963895487,-1.1555905887796,0.27040981810887055,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
288,0,0,-0.9071984808262062,-0.5322946940764718,0.8001140729783974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
289,1,0,0.7588124413570813,1.960888884736042,-1.369150970772998,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
290,0,0,-0.5739962963895487,-1.1555905887796,-0.1331743760774356,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
291,1,0,-0.24079411195289127,-1.1555905887796,-0.07011434573582526,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
292,1,0,-0.24079411195289127,-1.1555905887796,-0.4610865338538093,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
293,1,1,1.0920146257937386,0.09100120062665669,-1.1925828858164893,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
294,0,0,-1.5736028496995214,-0.5322946940764718,-0.4358625217171652,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
295,1,1,1.4252168102303961,1.3375929900329135,-0.5998186006053521,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
296,0,0,1.4252168102303961,0.40264914797822093,-0.398026503512199,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
297,1,1,0.7588124413570813,1.0259450426813492,-0.8646707280401155,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
298,1,1,-1.2404006652628639,-0.843942641428036,-0.6250426127419962,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
299,0,0,-0.9071984808262062,-1.1555905887796,-0.41063850958052106,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
300,0,0,-1.5736028496995214,-0.5322946940764718,0.4469779030653795,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
301,0,0,1.4252168102303961,1.960888884736042,-0.9781787826550141,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
302,1,0,-1.2404006652628639,-0.5322946940764718,-0.2592944367606563,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
303,0,0,1.4252168102303961,1.0259450426813492,-1.1295228554748789,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
304,0,1,1.4252168102303961,0.7142970953297851,-0.7511626734252169,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
305,0,1,-1.2404006652628639,-1.1555905887796,0.7622780547734311,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
306,0,0,0.4256102569204237,-0.22064674672490753,-0.5241465641954197,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
307,1,1,0.7588124413570813,1.6492409373844779,-0.2592944367606563,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
308,1,1,-0.5739962963895487,-0.843942641428036,1.859522582717451,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
309,1,1,0.7588124413570813,0.40264914797822093,-0.5367585702637417,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
310,1,0,0.4256102569204237,1.0259450426813492,-1.2304189040214555,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
311,0,0,-0.5739962963895487,-0.5322946940764718,0.39652987879209123,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
312,1,0,1.4252168102303961,1.6492409373844779,-1.2178068979531333,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
313,1,0,-0.5739962963895487,-0.843942641428036,-0.6628786309469624,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
314,1,1,1.4252168102303961,1.6492409373844779,-0.6376546188103183,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
315,1,0,0.7588124413570813,-0.22064674672490753,-0.4358625217171652,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
316,1,1,-1.2404006652628639,-0.843942641428036,0.6487700001585326,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
317,1,1,-0.24079411195289127,-1.1555905887796,1.5946704552826876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
318,1,1,0.4256102569204237,0.09100120062665669,-0.33496647317058864,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
319,1,0,-1.5736028496995214,-0.843942641428036,1.9604186312640275,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
320,1,1,-1.2404006652628639,-1.1555905887796,1.657730485624298,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
321,1,0,1.4252168102303961,1.0259450426813492,-1.1042988433382348,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
322,0,1,-0.5739962963895487,-0.5322946940764718,-0.44847452778548724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
323,0,1,-0.5739962963895487,-0.843942641428036,0.49742592733866775,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
324,0,0,-0.5739962963895487,-0.843942641428036,1.9478066251957056,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
325,1,1,1.0920146257937386,1.6492409373844779,-0.17101039428240178,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
326,0,0,-0.24079411195289127,-1.1555905887796,2.111762704083892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
327,0,0,-1.2404006652628639,-0.5322946940764718,0.018169696742429218,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
328,0,1,-0.5739962963895487,-1.1555905887796,2.111762704083892,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
329,1,0,-1.2404006652628639,-0.5322946940764718,1.4054903642578567,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
330,0,0,-0.5739962963895487,-1.1555905887796,0.20734978776726024,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
331,1,0,-0.24079411195289127,-0.843942641428036,1.3424303339162462,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
332,1,0,0.7588124413570813,1.960888884736042,-0.6754906370152844,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
333,1,1,1.4252168102303961,0.7142970953297851,-0.42325051564884314,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
334,1,1,-0.9071984808262062,-1.1555905887796,0.18212577563061608,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
335,0,0,0.7588124413570813,1.0259450426813492,-1.2682549222264217,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
336,0,1,-0.5739962963895487,-0.843942641428036,0.5857099698169222,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
337,1,0,-0.9071984808262062,-0.843942641428036,1.5568344370777214,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
338,0,1,-0.9071984808262062,-1.1555905887796,1.7964625523758406,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
339,0,1,-0.9071984808262062,-0.5322946940764718,0.16951376956229403,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
340,1,1,-1.5736028496995214,-0.843942641428036,2.048702673742282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
341,0,1,1.0920146257937386,1.6492409373844779,-1.4069869889779643,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
342,1,1,1.4252168102303961,1.3375929900329135,-0.15839838821407973,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
343,0,0,-1.2404006652628639,-1.1555905887796,-0.4610865338538093,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
344,0,0,-1.5736028496995214,-0.843942641428036,2.03609066767396,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
345,1,0,-0.9071984808262062,-0.5322946940764718,0.9766821579349063,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
346,1,1,-0.9071984808262062,-0.5322946940764718,-0.5998186006053521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
347,0,0,-1.5736028496995214,-1.1555905887796,-0.6250426127419962,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
348,0,0,-0.5739962963895487,-1.1555905887796,0.1442897574256499,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
349,0,0,1.4252168102303961,1.6492409373844779,-0.4610865338538093,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
350,1,1,1.4252168102303961,0.09100120062665669,-0.2592944367606563,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
351,1,1,-0.24079411195289127,-1.1555905887796,0.2830218241771926,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
352,0,1,-0.9071984808262062,-1.1555905887796,1.4559383885311448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
353,1,1,0.7588124413570813,1.3375929900329135,-0.8772827341084376,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
354,1,0,0.7588124413570813,0.09100120062665669,-0.9151187523134038,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
355,1,0,1.0920146257937386,0.7142970953297851,-1.0538508190649465,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
356,1,0,1.4252168102303961,0.09100120062665669,-0.5493705763320638,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
357,1,0,-0.24079411195289127,-1.1555905887796,-0.08272635180414732,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
358,0,0,-0.5739962963895487,-0.843942641428036,0.34608185451880297,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
359,1,1,1.4252168102303961,0.40264914797822093,-1.142134861543201,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
360,1,1,-0.24079411195289127,-0.843942641428036,1.645118479555976,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
361,1,1,-1.2404006652628639,-1.1555905887796,1.077578206481483,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
362,1,1,1.4252168102303961,1.3375929900329135,-1.31870294649971,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
363,0,1,1.0920146257937386,1.960888884736042,-1.142134861543201,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
364,1,1,-1.2404006652628639,-0.843942641428036,-0.5241465641954197,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
365,1,1,-0.5739962963895487,-1.1555905887796,2.09915069801557,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
366,0,0,-0.5739962963895487,-1.1555905887796,0.34608185451880297,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
367,0,0,1.4252168102303961,1.3375929900329135,-0.7007146491519286,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
368,1,0,-0.9071984808262062,-0.843942641428036,2.0865386919472484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
369,1,0,0.4256102569204237,1.6492409373844779,-1.2178068979531333,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
370,0,0,-0.9071984808262062,-0.5322946940764718,1.3928783581895345,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
371,1,0,0.7588124413570813,0.40264914797822093,-0.9403427644500478,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
372,1,1,-0.9071984808262062,-1.1555905887796,1.2036982671647036,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
373,1,0,-0.9071984808262062,-0.5322946940764718,0.7875020669100753,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
374,0,0,-1.2404006652628639,-0.5322946940764718,0.901010121524974,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
375,1,1,-0.9071984808262062,-0.843942641428036,0.7748900608417533,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
376,0,0,-1.5736028496995214,-0.5322946940764718,0.913622127593296,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
377,1,1,-1.5736028496995214,-0.843942641428036,0.47220191520202365,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
378,1,1,-0.9071984808262062,-1.1555905887796,1.6955665038292642,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
379,1,1,1.4252168102303961,0.09100120062665669,-0.6502666248786403,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
380,1,1,1.4252168102303961,1.0259450426813492,-0.208846412487368,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
381,1,0,-1.5736028496995214,-1.1555905887796,0.06861772101571749,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
382,1,1,0.7588124413570813,1.3375929900329135,-0.9025067462450816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
383,0,0,1.4252168102303961,0.7142970953297851,-0.30974246103394454,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
384,0,0,-1.2404006652628639,-0.5322946940764718,0.7118300305001429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
385,1,0,0.7588124413570813,1.960888884736042,-0.5493705763320638,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
386,1,1,0.4256102569204237,-0.22064674672490753,-1.1042988433382348,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
387,1,0,1.4252168102303961,1.960888884736042,-0.6881026430836066,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
388,1,0,1.4252168102303961,0.7142970953297851,-1.3943749829096423,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
389,1,1,-0.9071984808262062,-0.843942641428036,0.9514581457982622,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
390,0,0,-0.9071984808262062,-0.843942641428036,2.111762704083892,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
391,0,0,1.0920146257937386,1.6492409373844779,-0.44847452778548724,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
392,1,0,-0.5739962963895487,-0.5322946940764718,1.9856426434006718,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
393,1,0,0.7588124413570813,1.6492409373844779,-0.7133266552202506,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
394,0,0,-0.24079411195289127,-1.1555905887796,1.5189984188727552,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
395,0,1,0.4256102569204237,0.7142970953297851,-0.6754906370152844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
396,0,1,-0.9071984808262062,-0.843942641428036,-0.6250426127419962,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
397,1,0,0.4256102569204237,-0.22064674672490753,-0.9277307583817258,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
398,0,1,-0.9071984808262062,-1.1555905887796,1.821686564512485,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
399,0,0,0.4256102569204237,1.6492409373844779,-0.965566776586692,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
400,1,1,-0.24079411195289127,-1.1555905887796,1.0397421882765165,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
401,1,1,1.0920146257937386,1.6492409373844779,-0.9781787826550141,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
402,1,1,-0.9071984808262062,-0.5322946940764718,0.20734978776726024,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
403,1,1,-0.9071984808262062,-1.1555905887796,1.128026230754771,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
404,0,1,0.7588124413570813,1.3375929900329135,-0.5998186006053521,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
405,0,1,-0.9071984808262062,-0.843942641428036,1.846910576649129,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
406,0,1,-1.2404006652628639,-0.5322946940764718,1.3802663521212124,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
407,0,1,-0.24079411195289127,-0.843942641428036,-0.2845184488973004,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
408,0,0,-0.9071984808262062,-1.1555905887796,1.9478066251957056,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
409,0,0,-0.9071984808262062,-1.1555905887796,1.9730306373323496,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
410,1,0,1.4252168102303961,1.3375929900329135,-1.142134861543201,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
411,0,0,-1.5736028496995214,-0.843942641428036,-0.398026503512199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
412,1,1,-0.5739962963895487,-1.1555905887796,0.5478739516119561,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
413,1,1,-1.5736028496995214,-0.843942641428036,0.9892941640032283,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
414,0,0,-0.24079411195289127,-1.1555905887796,1.859522582717451,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
415,0,1,-1.5736028496995214,-0.5322946940764718,1.67034249169262,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
416,1,1,1.0920146257937386,-0.22064674672490753,-0.8772827341084376,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
417,1,1,-0.24079411195289127,-1.1555905887796,0.3334698484504809,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
418,0,0,-1.2404006652628639,-0.843942641428036,-0.6250426127419962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
419,1,1,-0.24079411195289127,-0.5322946940764718,0.901010121524974,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
420,1,0,-1.5736028496995214,-1.1555905887796,-0.23407042462401212,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
421,0,1,-1.5736028496995214,-0.843942641428036,1.657730485624298,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
422,1,1,1.0920146257937386,1.0259450426813492,-0.6881026430836066,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
423,0,1,0.7588124413570813,1.960888884736042,-0.7133266552202506,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
424,1,1,-1.2404006652628639,-0.5322946940764718,1.4307143763945007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
425,0,0,1.4252168102303961,1.3375929900329135,-0.2719064428289783,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
426,1,0,1.4252168102303961,0.09100120062665669,-0.9151187523134038,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
